trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
289,False,"{'a': 0.75, 'e': 0.751805729140895}",25,3,-24.95357513546836,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.7501549197864334}",25,8,-10.251961512902337,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 0.7484994219661651}",30,0,-125.83904588039971,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
292,False,"{'a': 0.75, 'e': 0.746839246026946}",25,0,-71.72112585276675,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
293,False,"{'a': 0.75, 'e': 0.7451744023448704}",20,0,-23.71181562383306,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.75, 'e': 0.7435049013252057}",20,2,-116.68702507937418,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 1}",1
295,False,"{'a': 0.75, 'e': 0.7418307534023282}",20,0,-44.5781946820051,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
296,False,"{'a': 0.75, 'e': 0.7401519690396566}",25,1,-4.8834455917575035,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 0.7384685587295879}",20,0,-24.020182657069615,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
298,False,"{'a': 0.75, 'e': 0.7367805329934309}",25,0,-152.71955357045226,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
299,False,"{'a': 0.75, 'e': 0.7350879023813413}",20,0,-18.1945255435565,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
300,False,"{'a': 0.75, 'e': 0.7333906774722545}",30,0,-157.29473376977685,"{0: 19, 1: 3, 2: 3, 3: 3, 4: 2}",0
301,False,"{'a': 0.75, 'e': 0.7316888688738209}",25,0,-45.8902278463052,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
302,False,"{'a': 0.75, 'e': 0.7299824872223386}",30,0,-141.36328887813934,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
303,False,"{'a': 0.75, 'e': 0.7282715431826874}",20,0,-12.142323026312836,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.75, 'e': 0.726556047448262}",30,8,-32.61989679640898,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.7248360107409052}",25,0,-83.94304323019352,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
306,False,"{'a': 0.75, 'e': 0.7231114438108406}",25,11,-63.91225335867266,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
307,False,"{'a': 0.75, 'e': 0.7213823574366063}",25,0,-185.34755178209943,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
308,False,"{'a': 0.75, 'e': 0.719648762424986}",35,19,-98.93614204963438,"{0: 10, 1: 0, 2: 3, 3: 2, 4: 1}",1
309,False,"{'a': 0.75, 'e': 0.7179106696109433}",20,0,-50.299568212511794,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
310,False,"{'a': 0.75, 'e': 0.7161680898575525}",25,1,-107.009543926437,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 2}",1
311,False,"{'a': 0.75, 'e': 0.7144210340559314}",25,0,-16.59421549570108,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
312,False,"{'a': 0.75, 'e': 0.7126695131251729}",20,0,-15.654453642837373,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
313,False,"{'a': 0.75, 'e': 0.7109135380122773}",20,0,-53.79424879633027,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
314,False,"{'a': 0.75, 'e': 0.7091531196920834}",30,10,-52.939961438107865,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
315,False,"{'a': 0.75, 'e': 0.7073882691671998}",20,0,-78.82391434731701,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
316,False,"{'a': 0.75, 'e': 0.7056189974679365}",25,0,-40.33011673008295,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.75, 'e': 0.7038453156522361}",25,0,-131.29623627993908,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
318,False,"{'a': 0.75, 'e': 0.702067234805604}",20,0,-21.845584881158416,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
319,False,"{'a': 0.75, 'e': 0.7002847660410397}",20,0,-56.436998874007784,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
320,False,"{'a': 0.75, 'e': 0.6984979204989673}",30,0,-57.904981134987274,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
321,False,"{'a': 0.75, 'e': 0.6967067093471654}",20,0,-46.8168921590156,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
322,False,"{'a': 0.75, 'e': 0.6949111437806981}",20,0,-69.20933126704922,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
323,False,"{'a': 0.75, 'e': 0.6931112350218442}",20,0,-30.14715659256392,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
324,False,"{'a': 0.75, 'e': 0.6913069943200277}",30,0,-109.36664022007531,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
325,False,"{'a': 0.75, 'e': 0.689498432951747}",20,0,-168.4549622192016,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
326,False,"{'a': 0.75, 'e': 0.6876855622205048}",35,18,-43.45281976713256,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
327,False,"{'a': 0.75, 'e': 0.6858683934567373}",20,0,-34.72696778426495,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
328,False,"{'a': 0.75, 'e': 0.6840469380177434}",25,0,-182.9327963676734,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
329,False,"{'a': 0.75, 'e': 0.6822212072876135}",20,0,-77.7618882845488,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
330,False,"{'a': 0.75, 'e': 0.680391212677159}",20,0,-42.06921849330603,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
331,False,"{'a': 0.75, 'e': 0.6785569656238398}",20,1,-24.690892776724887,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.75, 'e': 0.6767184775916946}",25,0,-148.79861774849186,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
333,False,"{'a': 0.75, 'e': 0.674875760071267}",20,0,-3.428389723074707,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
334,False,"{'a': 0.75, 'e': 0.6730288245795361}",25,0,-62.86839760995377,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
335,False,"{'a': 0.75, 'e': 0.6711776826598423}",30,0,-31.04682261664685,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.75, 'e': 0.6693223458818167}",25,3,-132.46626550310083,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 3}",1
337,False,"{'a': 0.75, 'e': 0.6674628258413081}",20,0,-33.32755369190097,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 0.75, 'e': 0.6655991341603108}",25,0,-97.9671474919514,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
339,False,"{'a': 0.75, 'e': 0.6637312824868916}",25,0,-151.69306105919728,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
340,False,"{'a': 0.75, 'e': 0.6618592824951174}",20,15,-2.1542865572366585,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.75, 'e': 0.6599831458849822}",25,0,-82.41495043083357,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
342,False,"{'a': 0.75, 'e': 0.6581028843823334}",25,7,-67.27273217494631,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
343,False,"{'a': 0.75, 'e': 0.6562185097387997}",30,16,-2.9276379310106924,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.75, 'e': 0.6543300337317162}",25,10,21.209255222278774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.6524374681640519}",20,0,-134.06993735645696,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
346,False,"{'a': 0.75, 'e': 0.6505408248643353}",20,9,11.764451203043443,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.75, 'e': 0.648640115686581}",25,2,-68.09383575098958,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
348,False,"{'a': 0.75, 'e': 0.646735352510215}",30,10,-5.914177619225418,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.6448265472400012}",20,0,-39.738305487263986,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
350,False,"{'a': 0.75, 'e': 0.6429137118059661}",30,14,-19.317069403176497,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.6409968581633251}",25,0,-111.09182276154922,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
352,False,"{'a': 0.75, 'e': 0.6390759982924071}",20,3,-95.28295877354508,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 1}",1
353,False,"{'a': 0.75, 'e': 0.6371511441985802}",30,14,-13.407893471185824,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.635222307912176}",25,12,-65.33898425739908,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.75, 'e': 0.6332895014884152}",25,16,7.821223730261736,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.75, 'e': 0.6313527370073315}",35,16,3.002285043838805,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.6294120265736969}",30,0,-62.11381848748025,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",1
358,False,"{'a': 0.75, 'e': 0.6274673823169449}",25,1,-67.1373987426169,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
359,False,"{'a': 0.75, 'e': 0.625518816391096}",25,0,-13.840541162031617,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
360,False,"{'a': 0.75, 'e': 0.6235663409746809}",20,0,-65.42827736359474,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
361,False,"{'a': 0.75, 'e': 0.6216099682706644}",20,0,-106.19023375344871,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
362,False,"{'a': 0.75, 'e': 0.6196497105063699}",35,0,-122.69114679329827,"{0: 26, 1: 2, 2: 3, 3: 2, 4: 2}",0
363,False,"{'a': 0.75, 'e': 0.6176855799334016}",30,16,16.75490705832724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.6157175888275696}",25,13,6.7512102761695365,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.75, 'e': 0.6137457494888116}",25,0,-74.82109795973462,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
366,False,"{'a': 0.75, 'e': 0.6117700742411172}",20,13,15.706988601267454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.75, 'e': 0.6097905754324501}",30,14,15.569095167728655,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.75, 'e': 0.6078072654346717}",35,25,-44.096225323918155,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
369,False,"{'a': 0.75, 'e': 0.6058201566434628}",25,0,-23.85429063400671,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
370,False,"{'a': 0.75, 'e': 0.603829261478247}",20,9,18.772938661797006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.75, 'e': 0.6018345923821126}",20,0,-0.526499649792737,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
372,False,"{'a': 0.75, 'e': 0.5998361618217348}",25,8,-45.397136696066724,"{0: 12, 1: 4, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.75, 'e': 0.5978339822872982}",20,0,-3.3975111245790868,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
374,False,"{'a': 0.75, 'e': 0.5958280662924185}",25,15,-59.80987707935244,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 1}",1
375,False,"{'a': 0.75, 'e': 0.5938184263740639}",25,13,-4.988155513393335,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.75, 'e': 0.5918050750924775}",30,10,-22.12745607862498,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
377,False,"{'a': 0.75, 'e': 0.5897880250310982}",20,9,-9.43901387031613,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.75, 'e': 0.5877672887964824}",30,0,-4.421464543478477,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
379,False,"{'a': 0.75, 'e': 0.5857428790182249}",30,13,-34.004323458380235,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
380,False,"{'a': 0.75, 'e': 0.5837148083488802}",25,1,-17.805949747882988,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
381,False,"{'a': 0.75, 'e': 0.5816830894638835}",30,0,-61.660023958240146,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
382,False,"{'a': 0.75, 'e': 0.5796477350614712}",25,14,-43.672995261988724,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
383,False,"{'a': 0.75, 'e': 0.5776087578626015}",20,12,-0.07800898512031962,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.75, 'e': 0.5755661706108754}",20,6,-65.95756249645466,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
385,False,"{'a': 0.75, 'e': 0.5735199860724567}",25,0,-69.66049737642864,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
386,False,"{'a': 0.75, 'e': 0.5714702170359919}",25,0,-46.64095906062046,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
387,False,"{'a': 0.75, 'e': 0.5694168763125309}",25,9,-13.747708046005341,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.75, 'e': 0.5673599767354465}",25,0,-48.615990580082176,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
389,False,"{'a': 0.75, 'e': 0.5652995311603544}",25,0,-50.8314012588983,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
390,False,"{'a': 0.75, 'e': 0.5632355524650325}",25,2,-120.02957054104913,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 2}",1
391,False,"{'a': 0.75, 'e': 0.5611680535493414}",20,2,-24.694446734553022,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.75, 'e': 0.5590970473351423}",25,0,-1.6146520418153143,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
393,False,"{'a': 0.75, 'e': 0.5570225467662173}",25,2,-61.25659205457308,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 1}",1
394,False,"{'a': 0.75, 'e': 0.5549445648081882}",30,0,-75.96111696377218,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
395,False,"{'a': 0.75, 'e': 0.5528631144484356}",20,3,4.976962370793924,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.75, 'e': 0.5507782086960172}",30,2,-159.93071295354616,"{0: 17, 1: 0, 2: 8, 3: 1, 4: 2}",1
397,False,"{'a': 0.75, 'e': 0.5486898605815875}",20,0,-60.824271267742716,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
398,False,"{'a': 0.75, 'e': 0.5465980831573153}",25,0,-76.12802204842734,"{0: 18, 1: 4, 2: 0, 3: 2, 4: 1}",1
399,False,"{'a': 0.75, 'e': 0.5445028894968026}",20,0,3.301644686400581,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
400,False,"{'a': 0.75, 'e': 0.542404292695003}",30,0,-42.3753147277744,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
401,False,"{'a': 0.75, 'e': 0.5403023058681398}",20,0,-110.08204699796485,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
402,False,"{'a': 0.75, 'e': 0.5381969421536236}",25,8,-9.882188017639868,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
403,False,"{'a': 0.75, 'e': 0.5360882147099707}",20,15,7.37803172567004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.75, 'e': 0.5339761367167213}",25,0,-34.345736663361215,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
405,False,"{'a': 0.75, 'e': 0.5318607213743555}",30,13,-37.73568896546868,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
406,False,"{'a': 0.75, 'e': 0.5297419819042124}",20,0,-19.387809598665335,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
407,False,"{'a': 0.75, 'e': 0.5276199315484067}",25,8,-33.22024791913744,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
408,False,"{'a': 0.75, 'e': 0.5254945835697464}",30,20,-4.310003763496051,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.75, 'e': 0.5233659512516495}",20,1,-22.913465384871916,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
410,False,"{'a': 0.75, 'e': 0.5212340478980609}",20,9,21.23723442362298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.75, 'e': 0.5190988868333698}",25,0,-176.3851073996094,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
412,False,"{'a': 0.75, 'e': 0.5169604814023254}",20,8,-9.965984380756165,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 0.75, 'e': 0.5148188449699553}",30,13,-19.74050698391024,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
414,False,"{'a': 0.75, 'e': 0.51267399092148}",20,0,-70.6172471787055,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
415,False,"{'a': 0.75, 'e': 0.5105259326622303}",20,0,-31.540139439301598,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
416,False,"{'a': 0.75, 'e': 0.5083746836175631}",25,3,-13.932477385022542,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
417,False,"{'a': 0.75, 'e': 0.5062202572327784}",20,0,-87.38479088409854,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
418,False,"{'a': 0.75, 'e': 0.5040626669730338}",25,15,-16.983356405543915,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
419,False,"{'a': 0.75, 'e': 0.5019019263232615}",25,12,-4.919659562416273,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.75, 'e': 0.4997380487880832}",30,4,-34.12841676414177,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
421,False,"{'a': 0.75, 'e': 0.49757104789172696}",20,0,-48.2798584076925,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
422,False,"{'a': 0.75, 'e': 0.4954009371779411}",20,0,-61.686468164475826,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
423,False,"{'a': 0.75, 'e': 0.4932277302099105}",20,0,-17.292311472310338,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
424,False,"{'a': 0.75, 'e': 0.49105144057017147}",20,2,-3.584271125826121,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
425,False,"{'a': 0.75, 'e': 0.4888720818605275}",25,0,-2.1908932888838164,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
426,False,"{'a': 0.75, 'e': 0.4866896677019633}",30,1,2.590289020623591,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.75, 'e': 0.48450421173456026}",25,14,-14.02171449054067,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
428,False,"{'a': 0.75, 'e': 0.48231572761741087}",20,0,-45.87944446866719,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
429,False,"{'a': 0.75, 'e': 0.4801242290285341}",20,10,10.187837538566567,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.75, 'e': 0.47792972966478875}",20,8,-18.217981957897624,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
431,False,"{'a': 0.75, 'e': 0.4757322432417888}",35,6,-30.139617392524727,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 0}",1
432,False,"{'a': 0.75, 'e': 0.47353178349381697}",20,9,0.764362256475656,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.75, 'e': 0.47132836417373997}",20,15,-4.296444829714947,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.75, 'e': 0.4691219990529211}",25,7,-4.232104947522533,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
435,False,"{'a': 0.75, 'e': 0.4669127019211353}",20,11,4.411364071224019,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.75, 'e': 0.4647004865864822}",20,6,-10.674733951310882,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
437,False,"{'a': 0.75, 'e': 0.4624853668753008}",30,0,-43.99434445948611,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
438,False,"{'a': 0.75, 'e': 0.4602673566320819}",25,0,-45.57638114251172,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
439,False,"{'a': 0.75, 'e': 0.45804646971938234}",20,14,3.402005588445242,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.75, 'e': 0.4558227200177381}",25,0,-10.446006521996653,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
441,False,"{'a': 0.75, 'e': 0.4535961214255773}",20,0,-33.52086830474751,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
442,False,"{'a': 0.75, 'e': 0.45136668785913436}",25,1,27.95408981007779,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.75, 'e': 0.4491344332523616}",20,13,13.807248296060624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.75, 'e': 0.446899371556843}",20,0,-2.713852142965845,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
445,False,"{'a': 0.75, 'e': 0.4446615167417068}",35,19,-5.6688919572661165,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
446,False,"{'a': 0.75, 'e': 0.44242088279353853}",20,2,5.5593182312672536,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
447,False,"{'a': 0.75, 'e': 0.440177483716293}",35,0,-84.4066623426403,"{0: 27, 1: 1, 2: 4, 3: 2, 4: 1}",0
448,False,"{'a': 0.75, 'e': 0.43793133353120717}",20,7,-8.696491920927743,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
449,False,"{'a': 0.75, 'e': 0.4356824462767121}",30,12,-1.8644425358023549,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
450,False,"{'a': 0.75, 'e': 0.4334308360083462}",20,0,-41.18652060300508,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
451,False,"{'a': 0.75, 'e': 0.4311765167986662}",25,3,-9.39119203976668,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
452,False,"{'a': 0.75, 'e': 0.42891950273715973}",25,9,-40.881907047068964,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
453,False,"{'a': 0.75, 'e': 0.42665980793015723}",25,12,-8.257732341357535,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
454,False,"{'a': 0.75, 'e': 0.4243974465007442}",25,14,10.252685077037137,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.75, 'e': 0.422132432588672}",20,9,-40.2798032438727,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
456,False,"{'a': 0.75, 'e': 0.4198647803502703}",25,0,-77.2034591630107,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
457,False,"{'a': 0.75, 'e': 0.41759450395835795}",20,10,-57.518014134783485,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
458,False,"{'a': 0.75, 'e': 0.41532161760215547}",20,6,8.698000685621478,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
459,False,"{'a': 0.75, 'e': 0.4130461354871949}",30,3,-14.184156093018236,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 1}",1
460,False,"{'a': 0.75, 'e': 0.41076807183523206}",30,19,13.425908693548129,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.75, 'e': 0.40848744088415717}",20,0,-10.653132410660204,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
462,False,"{'a': 0.75, 'e': 0.4062042568879067}",30,12,-145.45204450611877,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 4}",1
463,False,"{'a': 0.75, 'e': 0.40391853411637296}",35,21,-38.20444701290218,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
464,False,"{'a': 0.75, 'e': 0.4016302868553158}",20,0,-6.4548123800366035,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
465,False,"{'a': 0.75, 'e': 0.3993395294062732}",20,0,-26.584773060669125,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
466,False,"{'a': 0.75, 'e': 0.3970462760864716}",20,4,4.210672464182703,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.75, 'e': 0.39475054122873704}",30,14,-62.608048480901125,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
468,False,"{'a': 0.75, 'e': 0.3924523391814049}",20,5,-9.461928891273708,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
469,False,"{'a': 0.75, 'e': 0.3901516843082303}",30,10,-2.9924447284367695,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
470,False,"{'a': 0.75, 'e': 0.3878485909882986}",25,0,4.408689753838264,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.75, 'e': 0.385543073615936}",25,7,-60.51663018546108,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
472,False,"{'a': 0.75, 'e': 0.38323514660061825}",20,2,-3.381416466930533,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
